SiteID,Address,SMS No.,Serial No.,DMA,Latitude,Longitude,X,Y,App Notes,Status,Battery,Level,Spread,Threshold,Filter Type,Low Cutoff (Hz),High Cutoff (Hz),Sensor Type,Leak Duration (Days),Signal,Last received,Internal status,Internal Status Date,Last Note,Last Note Date,Last Note Created By,Logger mode,Created time,Leak Date,Last Leak Date, EasyID, Status Duration, Overdue Status,LNS Check Required,Accounts List,UTC
1721346," 95 Old Woolwich Rd, Greenwich, London SE10 9PP, UK",4.47452E+13,1398,DMA - ZRIVSE04,51.48520392,0.003491225,539207.2114,178153.1037,,No Leak,5.5V,8,3,15,Not Applied,,,,0,12,44652.14583,,,"ICP - No Leak Mode, Set to Auto",43402.55694,Simone Newyear (Simone_Newyear),Auto,43209.61458,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722095," 18 Pelton Rd, London SE10 9PQ, UK",4.47624E+13,43516,DMA - ZRIVSE04,51.48667705,0.002273934,539118.2171,178314.6053,,No Leak,,15,5,15,Not Applied,,,,0,25,44595.14583,,43875.58056,,,,Auto,43209.61458,,,,Auto 377 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,
7621730," 28 Hadrian St, London SE10 9AQ",4.47452E+13,57459,DMA - ZRIVSE04,51.48596736,0.003231592,539186.8626,178237.5058,,Leak,5.5V,23,6,15,Not Applied,,,,30,9,44652.14583,,44428.35347,31695628,44594.37153,Sinead Johnston (SJPNDALYS2021),Awaiting repair,43209.61458,,44623.14583,,Awaiting repair 170 days,170 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7045094,115 Trafalgar Rd_ Greenwich SE10 9TX,4.47452E+13,49285,DMA - ZRIVSE04,51.48430401,0.001789648,539091.8111,178049.8006,,No Leak,4.5V,10,11,15,Not Applied,,,,0,13,44652.14583,31721096,44608.49444,,44162.59028,Justin Martin (Justin_Martin),Awaiting repair,43209.61389,,,,Awaiting repair 489 days,489 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7044754," 13 Kossuth St, Greenwich, London SE10 0AA, UK",4.47452E+13,58484,DMA - ZRIVSE04,51.48723696,0.003400382,539194.7174,178379.0071,Valve in CW,Leak,3.7V,37,7,15,Not Applied,,,,149,10,44652.14583,,,31695628,44594.37708,Sinead Johnston (SJPNDALYS2021),Awaiting repair,43209.61389,,44504.14583,,Awaiting repair 227 days,227 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721889," 16 Trafalgar Rd, London SE10 9NQ, UK",4.47624E+13,33592,DMA - ZRIVSE04,51.48316755,-0.001705252,538852.6127,177916.7953,,Leak,4.7V,76,4,15,Not Applied,,,,30,10,44651.14583,,,,,,Investigation Ongoing,43209.61319,,44623.14583,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721074," 38 Tom Smith Cl, London SE10 9XJ, UK",4.47452E+13,53904,DMA - ZRIVSE04,51.48238383,0.003013218,539182.6046,177838.5983,,No Leak,,13,3,15,Not Applied,,,,0,0,44637.14583,81FWDG,44327.425,,44327.425,Justin Martin (Justin_Martin),Investigation Ongoing,43209.61111,,,,Investigation Ongoing 44 days,44 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722580," Maze Hill, London SE10 9UH, UK",4.47925E+13,35527,DMA - ZRIVSE04,51.48370106,0.00097107,539036.8105,177981.1987,Hydrant on FW,No Leak,5.6V,17,8,15,Not Applied,,,,0,26,44652.14583,"t Very small noise on FH (POI), no surface noise around and no noise in any other fittings and osv near by. - Nico",44330.29097,,,,Auto,43209.61042,,,, 322 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722114," 64 Greenwich S St, London SE10 8UU, UK",4.47925E+13,37924,DMA - ZRIVSE03,51.47439864,-0.013963245,538027.9799,176918.5199,,No Leak,5.8V,11,27,15,Not Applied,,,,0,17,44652.14583,,,31533922 repaired,,,Auto,43209.60278,,,,Auto 485 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE03,0
7045529," 75 Lassell St, Greenwich, London SE10 9PJ, UK",4.47452E+13,45854,DMA - ZRIVSE04,51.48473104,0.001691702,539083.7124,178097.1013,,No Leak,4.0V,10,3,15,Not Applied,,,,0,17,44652.14583,,,,,,Auto,43209.60139,,,,Auto 647 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE04,0
7394097," 81 Ashburnham Grove, London SE10 8UJ, UK",8.8236E+14,130371,DMA - ZRIVSE03,51.47561758,-0.016381592,537856.3672,177049.5138,,No Leak,4.7V,11,4,15,Not Applied,,,,0,10,44652.14583,,,,,,Auto,43209.59792,,,,Auto 206 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE03,0
7045619," Rodmere St, London SE10 9GB, UK",3.19701E+12,4552,DMA - ZRIVSE04,51.48572265,0.007182522,539461.9082,178217.8078,,No Leak,6.0V,22,8,15,Not Applied,,,,0,19,44652.14583,,,,,,Auto,43209.39792,,,,Auto 206 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7049764," opposite macey house Thames St, London SE10 9DH, UK",4.47924E+11,43877,DMA - ZRIVSE03,51.48230401,-0.0132822,538051.4201,177798.8897,,Leak,4.2V,39,10,15,Not Applied,,,,10,16,44652.14583,45VZVR 45RLVX,44396.39097,,43879.59097,Justin Martin (Justin-TW),Auto,43209.39167,,44643.14583,,Auto 84 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721274," 13 Crooms Hill Grove, Greenwich, London SE10 8HB, UK",4.47925E+13,59813,DMA - ZRIVSE03,51.47780602,-0.00741899,538472.1293,177309.7727,,No Leak,5.0V,8,3,15,Not Applied,,,,0,9,44648.14583,,,JM - No noise - inconclusive correlations (r.mclean) no leaks,43378.38194,Justin Martin (Justin-TW),Auto,43208.67153,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721581," 6 Admiral's Gate, London SE10 8JX, UK",4.47925E+13,38049,DMA - ZRIVSE03,51.47344168,-0.015628792,537915.2011,176808.9686,,No Leak,5.5V,9,9,15,Not Applied,,,,0,11,44652.14583,,44119.53889,,44119.53889,Dean Williams (Dean-TW),Auto,43208.67014,,,,Auto 532 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721303,"271A Creek road Greenwich, London SE10 9BL, UK",3.19701E+12,4525,DMA - ZRIVSE03,51.48146934,-0.010505542,538246.7321,177711.3093,,Leak,5.8V,40,4,15,Not Applied,,,,86,21,44652.14583,,,,43923.28472,Justin Martin (Justin_Martin),Auto,43208.67014,,44567.14583,,Auto 553 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721899," 1 Thalia Cl, Greenwich, London SE10 9NA, UK",4.47452E+13,51263,DMA - ZRIVSE04,51.48237029,-0.001518338,538868.0104,177828.4938,,No Leak,6.0V,8,4,15,Not Applied,,,,0,17,44652.14583,"23/10/2019	ZRIVSE04	15	Feathers Place	London	SE10	Bernie Turbine",43780.33819,,,,Auto,43207.66875,,,,Auto 770 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE04,0
1721885," 32 Old Woolwich Rd, London SE10 9NY, UK",4.47624E+13,38092,DMA - ZRIVSE04,51.48399266,-0.001732521,538848.2149,178008.4969,Hydrant on crossing. ,Leak,5.3V,26,4,15,Not Applied,,,,7,5,44652.14583,,44629.625,31620902d 31574829d,44629.625,Justin Martin (Justin_Martin),Auto,43207.66319,,44646.14583,,Auto 91 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE04,0
1722470," Maze Hill, London SE10, UK",4.47452E+13,52584,DMA - ZRIVSE04,51.48381856,0.00088404,539030.4109,177994.0989,,Leak,6.5V,73,5,15,Not Applied,,,,25,14,44652.14583,,,,,,Investigation Ongoing,43206.64306,,44628.14583,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7045687," 101 Maze Hill, London SE10 8XQ, UK",4.47452E+13,51363,DMA - ZRIVSE04,51.48086528,0.003392994,539213.5942,177670.4557,just outside the DMA ZRIVSE04,No Leak,5.6V,9,3,15,Not Applied,,,,0,11,44652.1875,,,,,,Auto,43206.64306,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1711090, 62 Greenwich high road se10 8lf,4.47452E+13,46085,DMA - ZRIVSE03,51.47592016,-0.018528029,537706.4025,177079.1255,,No Leak,5.7V,18,10,15,Not Applied,,,,0,6,44652.14583,,,,,,Auto,43206.64236,,,,Auto 142 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE03,0
1720864," 43-53 Trafalgar Rd, London SE10 9TS, UK",4.47452E+13,57862,DMA - ZRIVSE04,51.4835952,-0.000414784,538940.9121,177966.7972,,No Leak,5.8V,17,19,15,Not Applied,,,,0,22,44652.14583,,,,,,Auto,43206.64167,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1720868,30 Greenwich Park St_ London_ SE10 9LT,4.47452E+13,54119,DMA - ZRIVSE04,51.48347027,-0.000313674,538948.3117,177953.0971,,Leak,6.3V,80,5,15,Not Applied,,,,37,17,44652.14583,,,,,,Investigation Ongoing,43206.64167,,44616.14583,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721246," 6 Park Row, London SE10 9NG, UK",4.47624E+11,21591,DMA - ZRIVSE04,51.48202692,-0.002424863,538806.1103,177788.5928,Hydrant on FW,Leak,6.4V,30,5,15,Not Applied,,,,19,11,44645.14583,31761064,44645.34583,,43924.31042,Justin Martin (Justin_Martin),Awaiting repair,43206.64167,,44634.14583,0,Awaiting repair 415 days,415 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722041," Albion Court, Azof St, Greenwich, London SE10 0EP, UK",4.47452E+13,52421,DMA - ZRIVSE04,51.4888333,0.007383786,539466.396,178564.0989,Hydrant on FW,No Leak,5.7V,11,5,15,Not Applied,,,,0,4,44651.14583,31531784,44138.63194,,,,Auto,43206.64097,,,,Auto 295 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721081," 1 Kossuth St, London SE10 0AA, UK",4.47924E+13,23332,DMA - ZRIVSE04,51.48669533,0.00331036,539190.1159,178318.6062,Hydrant on FW,No Leak,3.4V,16,4,15,Not Applied,,,,0,13,44652.14583,80XFPW,44138.60833,80XVFF,44169.41319,Justin Martin (Justin_Martin),Auto,43206.64097,,,0,Auto 483 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722637,"36 Banning St, Greenwich, London SE10 0NY, UK",4.47452E+13,50450,DMA - ZRIVSE04,51.48751489,0.003081286,539171.7186,178409.3074,,No Leak,4.5V,14,4,15,Not Applied,,,,0,6,44652.14583,t Noise probably caused by new air conditioning units or extractor fans for flats /underground car park. Phil,44396.30208,,44391.38056,Justin Martin (Justin_Martin),Auto,43206.64028,,,,Auto 483 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721446," Arches Leisure Centre, Greenwich, London SE10, UK",4.47452E+13,54951,DMA - ZRIVSE04,51.48298249,0.001447997,539072.1081,177902.1979,Hydrant on FW,No Leak,6.3V,8,2,15,Not Applied,,,,0,25,44652.14583,31543537,44173.44931,,44173.44931,Justin Martin (Justin_Martin),Auto,43206.64028,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722452,79 Trafalgar Rd_Greenwich SE10 9TS,4.47624E+13,32713,DMA - ZRIVSE04,51.48392803,0.000687198,539016.4115,178005.8989,,No Leak,5.8V,24,16,15,Not Applied,,,,0,15,44652.14583,31532305,44140.42361,,,,Auto,43206.64028,,,,Auto 358 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722397," 52 Tuskar St, Greenwich, London SE10 9UZ, UK",4.47452E+13,49668,DMA - ZRIVSE04,51.48384201,0.00504026,539318.9053,178004.6029,,Leak,4.4V,19,4,15,Not Applied,,,,19,5,44651.14583,31740124,44629.62292,,,,Awaiting repair,43206.63958,,44634.14583,,Awaiting repair 22 days,22 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721897," 1 Feathers Pl, London SE10 9NE, UK",4.47452E+13,56266,DMA - ZRIVSE04,51.48172045,-0.001591419,538864.9088,177756.0924,Hydrant on FW,No Leak,4.8V,9,2,15,Not Applied,,,,0,13,44651.14583,,,,43889.62431,Justin Martin (Justin-TW),Auto,43206.63889,,,,Auto 650 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1720125," 6 Woodlands Park Rd, Greenwich, London SE10 9XE, UK",4.47452E+13,58973,DMA - ZRIVSE04,51.48310533,0.003945016,539245.1051,177920.6005,,No Leak,3.9V,10,3,15,Notch,0,250,,0,19,44652.14583,,,JM - Possible electrical noise,43643.35347,Justin Martin (Justin-TW),Auto,43206.63819,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722622," 34 Caradoc St, Greenwich, London SE10 9AG, UK",4.47624E+13,32873,DMA - ZRIVSE04,51.48623036,0.002785837,539155.1152,178265.9049,,No Leak,6.1V,11,5,15,Not Applied,,,,0,5,44650.14583,,,SN-No leak mode 3+ Days return to auto,43390.51181,Simone Newyear (Simone_Newyear),Auto,43206.6375,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721398," 16 Trenchard St, Greenwich, London SE10 9PA, UK",4.47924E+13,24466,DMA - ZRIVSE04,51.48404189,0.000127596,538977.2126,178017.4986,,No Leak,6.4V,13,6,15,Not Applied,,,,0,12,44652.14583,,,,,,Auto,43206.6375,,,,Auto 91 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721937," 88 Old Woolwich Rd, Greenwich, London SE10 9PN, UK",4.47452E+13,49463,DMA - ZRIVSE04,51.48450956,0.000644736,539011.6961,178070.4853,Hydrant on FW,No Leak,6.5V,20,26,15,Not Applied,,,,0,17,44652.14583,31760973,44630.33889,,44320.54583,Justin Martin (Justin_Martin),Investigation Ongoing,43206.6375,,,,Investigation Ongoing 44 days,44 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722083," Cygnet House, Woodland Cres, Greenwich, London SE10 9UF, UK",4.47452E+13,56759,DMA - ZRIVSE04,51.4843156,0.002036132,539108.889,178051.5577,Hydrant on FW,Leak,5.7V,45,7,15,Not Applied,,,,12,14,44652.14583,,,,,,Auto,43206.63681,,44641.14583,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721197," 20 Woodlands Park Rd, Greenwich, London SE10 9XE, UK",4.47452E+13,52101,DMA - ZRIVSE04,51.48343967,0.003324529,539201.0067,177956.6005,,No Leak,6.3V,9,3,15,Not Applied,,,,0,18,44652.14583,,,,,,Auto,43206.63611,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721342," 30 Tuskar St, Greenwich, London SE10 9UJ, UK",4.47925E+13,38716,DMA - ZRIVSE04,51.4839339,0.003399497,539204.7078,178011.7014,,No Leak,6.2V,15,3,15,Notch,0,290,,0,16,44652.14583,31740124,44629.62292,,,,Auto,43206.63542,,,,Auto 70 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721814," 58 Greenwich park street, London SE10 9LT, UK",4.47624E+13,44314,DMA - ZRIVSE04,51.48286195,0.000290519,538992.1094,177886.5965,,Leak,6.5V,57,8,15,Not Applied,,,,22,30,44652.14583,,,,,,Auto,43206.63542,,44631.14583,,Auto 66 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722454," 12 Park Vista, Greenwich, London SE10 9LZ, UK",4.47925E+13,42622,DMA - ZRIVSE04,51.48231267,0.000731573,539024.4015,177826.3534,Hydrant in CW,Leak,6.4V,20,4,15,Not Applied,,,,4,13,44652.14583,31543537,44173.44931,,44173.44931,Justin Martin (Justin_Martin),Auto,43206.63472,,44649.14583,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722493," Romney road Greenwich, London SE10, UK",4.47452E+13,49902,DMA - ZRIVSE03,51.48217069,-0.005043559,538623.8517,177799.6214,,No Leak,3.6V,18,19,15,Not Applied,,,,0,10,44626.14583,,,"JM - NL mode, set auto",43607.43958,Justin Martin (Justin-TW),Auto,43206.58125,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1714808," 97 Vanbrugh Hill, London SE10 9HB, UK",4.47452E+13,56538,DMA - ZRIVSE04,51.4844314,0.008331288,539545.6027,178076.4069,,No Leak,6.0V,8,3,15,Not Applied,,,,0,4,44651.14583,PRV in proximity,43845.42917,,,,Auto,43206.57917,,,,Auto 819 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721680," 22 Crooms Hill, Greenwich, London SE10 8ER, UK",4.47452E+13,45957,DMA - ZRIVSE03,51.47869765,-0.007379763,538472.1547,177408.9978,,No Leak,6.3V,12,14,15,Not Applied,,,,0,3,44651.14583,QLM,44375.33819,,,,Auto,43206.57361,,,, 277 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721821," 9 Roan St, Greenwich, London SE10 9JY, UK",4.47925E+13,34884,DMA - ZRIVSE03,51.48014699,-0.010353662,538261.2739,177564.5496,Hydrant on FW,No Leak,5.0V,17,5,15,Not Applied,,,,0,17,44652.14583,31637354,44368.34931,,,,Auto,43206.57361,,,,Auto 113 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722800," 47 Eastney St, London SE10 9NR, UK",4.47452E+13,58123,DMA - ZRIVSE04,51.48374377,-0.002642148,538785.8149,177979.0961,,Leak,6.0V,31,5,15,Not Applied,,,,10,9,44652.14583,,43889.61597,,,,Auto,43203.48889,,44643.14583,,Auto 91 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721245," Eastney St, London SE10, UK",4.47925E+13,35209,DMA - ZRIVSE04,51.4831441,-0.002387522,538805.3132,177912.895,,No Leak,5.1V,15,20,15,Not Applied,,,,0,9,44652.14583,,,,,,Auto,43203.48819,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722253," 22 Crane St, London SE10 9NP, UK",4.47452E+13,53190,DMA - ZRIVSE04,51.48481013,-0.003317108,538735.7183,178096.398,Hydrant on FW,Leak,5.7V,24,3,15,Notch,0,350,,200,5,44651.14583,QLM,44209.62222,45VBMZ,44461.4125,Sinead Johnston (SJPNDALYS2021),Awaiting repair,43203.48819,,44453.14583,,Awaiting repair 190 days,190 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722459," 59 Lassell St, Greenwich, London SE10 9PJ, UK",4.47924E+13,25677,DMA - ZRIVSE04,51.48521576,0.000795466,539020.0149,178149.3014,,No Leak,5.8V,15,8,15,Notch,0,80,,0,10,44648.14583,,44630.41181,,,,Investigation Ongoing,43203.48611,,,,Investigation Ongoing 463 days,463 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722377," 11 Park Row, London SE10 9NG, UK",4.47452E+13,50295,DMA - ZRIVSE04,51.48281742,-0.003006717,538763.3128,177875.3941,,Leak,5.5V,54,3,15,Not Applied,,,,20,8,44652.14583,31503277,44200.44097,,44200.44097,Justin Martin (Justin_Martin),Auto,43203.48472,,44633.14583,,Auto 435 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722457," 25 Enderby St, London SE10 9PF",4.47452E+13,58100,DMA - ZRIVSE04,51.48630537,0.000814401,539018.0179,178270.5034,,No Leak,5.7V,12,3,15,Not Applied,,,,0,12,44652.14583,80WPCY,44118.52986,,,,Auto,43203.48403,,,,Auto 380 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721384," 50 Mauritius Rd, London SE10 0EQ, UK",8.8236E+14,130355,DMA - ZRIVSE04,51.48911901,0.006250063,539386.8197,178593.7123,Hydrant on FW,Leak,,34,3,15,High Pass,430,,,177,19,44612.14583,,44491.28472,81KXHJ,44565.60903,Sinead Johnston (SJPNDALYS2021),Awaiting repair,43203.48194,,44476.14583,,Awaiting repair 161 days,161 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,
1711200," 23A Blackheath Rd, Greenwich, London SE10 8PE, UK",4.47924E+13,28136,DMA - ZRIVSE03,51.47373142,-0.019606277,537638.1099,176833.7085,,No Leak,6.2V,11,2,15,Not Applied,,,,0,21,44651.14583,,,AYDA - no leak - returned to auto,43412.57361,Philip Perry (Phillip-TW),Auto,43202.59306,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722404," 7 Whitworth St, London SE10 9EN, UK",4.47925E+13,36990,DMA - ZRIVSE04,51.48606232,0.005304837,539330.5116,178252.0067,,Leak,5.9V,27,3,15,Not Applied,,,,506,15,44652.14583,,44428.34861,31647234,44572.45417,Sinead Johnston (SJPNDALYS2021),Awaiting repair,43202.56667,,44147.14583,,Awaiting repair 170 days,170 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7045580," 38 Tyler St, Greenwich, London SE10 9EX, UK",8.8236E+14,130211,DMA - ZRIVSE04,51.48379053,0.006736083,539436.8029,178002.1044,,No Leak,5.7V,8,5,15,Not Applied,,,,0,12,44652.14583,,,,,,Auto,43202.56597,,,,,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721377," 4 Walnut Tree Rd, London SE10 9EU, UK",4.47925E+13,44148,DMA - ZRIVSE04,51.48410093,0.005938844,539380.5049,178035.1042,,No Leak,3.3V,8,5,15,Not Applied,,,,0,14,44652.14583,,,,,,Auto,43202.56528,,,,Auto 91 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1722181," 18 Churchfields, London SE10 9JZ, UK",4.47452E+13,56831,DMA - ZRIVSE03,51.47966841,-0.011427887,538188.13,177509.3037,In car parking space for Stock Spirits.,No Leak,6.3V,21,9,15,Not Applied,,,,0,12,44652.14583,,,,,,Auto,43200.61389,,,,Auto 154 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE03,0
1720895," 121 King George St, Greenwich, London SE10 8PX, UK",4.47452E+13,45639,DMA - ZRIVSE03,51.47784716,-0.006343089,538546.7144,177316.3812,25m from 119 front door. hydrant next to 48 crooms hill,No Leak,5.9V,10,3,15,Not Applied,,,,0,9,44652.14583,,,,,,Auto,43200.5125,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
9886905," 14 Lindsell St, Greenwich, London SE10 8TE, UK",4.47624E+13,32745,DMA - ZRIVSE03,51.47351194,-0.013822764,538040.4103,176820.1817,,No Leak,5.8V,8,6,15,Not Applied,,,,0,23,44652.14583,,,,,,Auto,43200.5125,,,,Auto 648 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721818,"Meridian House, Royal Hill, Greenwich, London SE10 8RD",4.47924E+13,23374,DMA - ZRIVSE03,51.47809857,-0.010512248,538256.4523,177336.4629,,No Leak,6.3V,18,17,15,Low Pass,,160,,0,22,44652.14583,,44428.38333,,,,Auto,43200.51181,,,0,Auto 13 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1712541," 5 Greenwich High Rd, Greenwich, London SE10 8JL, UK",4.47624E+13,33589,DMA - ZRIVSE03,51.47439426,-0.021047294,537536.0457,176904.7108,,No Leak,5.3V,26,23,15,Not Applied,,,,0,18,44652.14583,,,,,,Auto,43200.51181,,,,Auto 113 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7066859," 45 Egerton Dr, London SE10 8JR, UK",3.19701E+12,4566,DMA - ZRIVSE03,51.47325254,-0.01811084,537743.4026,176783.2667,,No Leak,6.5V,9,20,15,Not Applied,,,,0,12,44652.14583,31491165,44209.60347,,,,Auto,43200.50903,,,, 442 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE03,0
8730009,Plume House_ Creek Road_ Greenwich_ London SE10 9RA,4.47924E+13,30401,DMA - ZRIVSE03,51.48150901,-0.014043711,538000.9447,177709.0501,10m down from bus stop Y,Leak,6.1V,24,5,15,Not Applied,,,,3,10,44652.14583,f,44182.46181,,44138.38056,Justin Martin (Justin_Martin),Awaiting repair,43200.50903,,44650.14583,,Awaiting repair 185 days,185 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1720232," 32 Christchurch Way, Greenwich, London SE10 9AL, UK",4.47452E+13,53361,DMA - ZRIVSE04,51.48651861,0.004231641,539254.6143,178300.7066,,No Leak,5.2V,8,3,15,Not Applied,,,,0,13,44652.14583,80VVPX 31632325,44355.58125,,44249.59097,Justin Martin (Justin_Martin),Awaiting repair,43200.50764,,,,Awaiting repair 263 days,263 days overdue ,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
7050823," Norway St, London SE10 9RA, UK",4.47924E+11,44676,DMA - ZRIVSE03,51.48168346,-0.0147134,537953.9197,177727.1878,,No Leak,6.0V,8,3,15,Not Applied,,,,0,5,44635.14583,45WQHT,44475.24861,,44242.52778,Justin Martin (Justin_Martin),Auto,43200.50486,,,,Auto 113 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721648," 25 king William walk, Greenwich, London SE10 9HX, UK",4.47924E+13,30334,DMA - ZRIVSE03,51.48160088,-0.008394979,538392.8781,177729.9218,,No Leak,5.2V,13,20,15,Not Applied,,,,0,5,44652.14583,,,,,,Auto,43200.39167,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
